angle,curLapTime,damage,distFromStart,distRaced,fuel,gear,lastLapTime,racePos,rpm,speedX,speedY,speedZ,trackPos,z,opponents,steer,accel,brake,gear_act
0,-0.162,0,6201.46,0,94,0,0,1,1684.74,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.142,0,6201.46,0,94,0,0,1,1680.17,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.122,0,6201.46,0,94,0,0,1,1675.63,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.102,0,6201.46,0,94,0,0,1,1671.13,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.082,0,6201.46,0,94,0,0,1,1666.65,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.062,0,6201.46,0,94,0,0,1,1662.21,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.042,0,6201.46,0,94,0,0,1,1657.8,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,-0.022,0,6201.46,0,94,0,0,1,1653.41,0,0,-0.000605693,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.018,0,6201.46,0,94,0,0,1,1644.74,0,0,-0.000728175,0.333332,0.345263,"[16.9999, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.038,0,6201.46,0,94,1,0,1,942.478,0.105705,-8.53848e-10,-0.000814782,0.333332,0.345262,"[16.9996, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
0,0.058,0,6201.46,0,94,1,0,1,942.478,-0.0770769,5.71463e-08,-0.000777923,0.333332,0.345261,"[16.9991, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 200, 8.5, 200, 24.8243]",0.0,0.0,0.0,1
